index;activityName;geography;product;unitName
20124;treatment of bottom ash, MSWI-WWT-SLF, waste asphalt, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste asphalt;kg
20125;treatment of bottom ash, MSWI-WWT-SLF, waste bitumen, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste bitumen;kg
20126;treatment of bottom ash, MSWI-WWT-SLF, waste bitumen, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste bitumen;kg
20127;treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste emulsion paint;kg
20128;treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste emulsion paint;kg
20129;treatment of bottom ash, MSWI-WWT-SLF, waste glass, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste glass;kg
20130;treatment of bottom ash, MSWI-WWT-SLF, waste graphical paper, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste graphical paper;kg
20131;treatment of bottom ash, MSWI-WWT-SLF, waste gypsum, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste gypsum;kg
20132;treatment of bottom ash, MSWI-WWT-SLF, waste gypsum, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste gypsum;kg
20133;treatment of bottom ash, MSWI-WWT-SLF, waste packaging paper, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste packaging paper;kg
20134;treatment of bottom ash, MSWI-WWT-SLF, waste paint, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste paint;kg
20135;treatment of bottom ash, MSWI-WWT-SLF, waste paint, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste paint;kg
20136;treatment of bottom ash, MSWI-WWT-SLF, waste paperboard, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste paperboard;kg
20137;treatment of bottom ash, MSWI-WWT-SLF, waste plastic plaster, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste plastic plaster;kg
20138;treatment of bottom ash, MSWI-WWT-SLF, waste plastic, mixture, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste plastic, mixture;kg
20139;treatment of bottom ash, MSWI-WWT-SLF, waste polyethylene terephthalate, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyethylene terephthalate;kg
20140;treatment of bottom ash, MSWI-WWT-SLF, waste polyethylene, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyethylene;kg
20141;treatment of bottom ash, MSWI-WWT-SLF, waste polypropylene, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polypropylene;kg
20142;treatment of bottom ash, MSWI-WWT-SLF, waste polystyrene, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polystyrene;kg
20143;treatment of bottom ash, MSWI-WWT-SLF, waste polyurethane, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyurethane;kg
20144;treatment of bottom ash, MSWI-WWT-SLF, waste polyvinylchloride, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyvinylchloride;kg
20145;treatment of bottom ash, MSWI-WWT-SLF, waste wood, untreated, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste wood, untreated;kg
20146;treatment of bottom ash, MSWI-WWT-SLF, wood ash mixture, pure, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, wood ash mixture, pure;kg
20147;treatment of bottom ash, MSWI-WWT-SLF, wood ash mixture, pure, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, wood ash mixture, pure;kg
20148;treatment of bottom ash, MSWI-WWT-SLF[W], waste plastic, consumer electronics, slag compartment, wet class;GLO;bottom ash, MSWI-WWT-SLF[W], waste plastic, consumer electronics;kg
20149;treatment of bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey, slag compartment;GLO;bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey;kg
20150;treatment of bottom ash, MSWI-WWT[U], WW from lorry production, slag compartment;GLO;bottom ash, MSWI-WWT[U], WW from lorry production;kg
20151;treatment of bottom ash, MSWI[F], aluminium in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], aluminium in car shredder residue;kg
20152;treatment of bottom ash, MSWI[F], biowaste, slag compartment;CH;bottom ash, MSWI[F], biowaste;kg
20153;treatment of bottom ash, MSWI[F], coating from waste CRT display, slag compartment;CH;bottom ash, MSWI[F], coating from waste CRT display;kg
20154;treatment of bottom ash, MSWI[F], copper in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], copper in car shredder residue;kg
20155;treatment of bottom ash, MSWI[F], digester sludge, slag compartment;CH;bottom ash, MSWI[F], digester sludge;kg
20156;treatment of bottom ash, MSWI[F], hard coal ash, slag compartment;CH;bottom ash, MSWI[F], hard coal ash;kg
20157;treatment of bottom ash, MSWI[F], lead in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], lead in car shredder residue;kg
20158;treatment of bottom ash, MSWI[F], lignite ash, slag compartment;CH;bottom ash, MSWI[F], lignite ash;kg
20159;treatment of bottom ash, MSWI[F], municipal solid waste, slag compartment;CH;bottom ash, MSWI[F], municipal solid waste;kg
20160;treatment of bottom ash, MSWI[F], raw sewage sludge, slag compartment;CH;bottom ash, MSWI[F], raw sewage sludge;kg
20161;treatment of bottom ash, MSWI[F], residue from mechanical treatment, CRT display, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, CRT display;kg
20162;treatment of bottom ash, MSWI[F], residue from mechanical treatment, IT accessory, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, IT accessory;kg
20163;treatment of bottom ash, MSWI[F], residue from mechanical treatment, LCD, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, LCD;kg
20164;treatment of bottom ash, MSWI[F], residue from mechanical treatment, desktop computer, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, desktop computer;kg
20165;treatment of bottom ash, MSWI[F], residue from mechanical treatment, industrial device, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, industrial device;kg
20166;treatment of bottom ash, MSWI[F], residue from mechanical treatment, laptop computer, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, laptop computer;kg
20167;treatment of bottom ash, MSWI[F], residue from mechanical treatment, laser printer, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, laser printer;kg
20168;treatment of bottom ash, MSWI[F], residue from shredder fraction from manual dismantling, slag compartment;CH;bottom ash, MSWI[F], residue from shredder fraction from manual dismantling;kg
20169;treatment of bottom ash, MSWI[F], scrap aluminium, slag compartment;CH;bottom ash, MSWI[F], scrap aluminium;kg
20170;treatment of bottom ash, MSWI[F], scrap copper, slag compartment;CH;bottom ash, MSWI[F], scrap copper;kg
20171;treatment of bottom ash, MSWI[F], scrap steel, slag compartment;CH;bottom ash, MSWI[F], scrap steel;kg
20172;treatment of bottom ash, MSWI[F], scrap tin sheet, slag compartment;CH;bottom ash, MSWI[F], scrap tin sheet;kg
20173;treatment of bottom ash, MSWI[F], spent anion exchange resin from potable water production, slag compartment;CH;bottom ash, MSWI[F], spent anion exchange resin from potable water production;kg
20174;treatment of bottom ash, MSWI[F], spent cation exchange resin from potable water production, slag compartment;CH;bottom ash, MSWI[F], spent cation exchange resin from potable water production;kg
20175;treatment of bottom ash, MSWI[F], steel in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], steel in car shredder residue;kg
20176;treatment of bottom ash, MSWI[F], used LCD module, slag compartment;CH;bottom ash, MSWI[F], used LCD module;kg
20177;treatment of bottom ash, MSWI[F], waste bitumen sheet, slag compartment;CH;bottom ash, MSWI[F], waste bitumen sheet;kg
20178;treatment of bottom ash, MSWI[F], waste building wood, chrome preserved, slag compartment;CH;bottom ash, MSWI[F], waste building wood, chrome preserved;kg
20179;treatment of bottom ash, MSWI[F], waste cement-fibre slab, dismantled, slag compartment;CH;bottom ash, MSWI[F], waste cement-fibre slab, dismantled;kg
20180;treatment of bottom ash, MSWI[F], waste emulsion paint, slag compartment;CH;bottom ash, MSWI[F], waste emulsion paint;kg
20181;treatment of bottom ash, MSWI[F], waste expanded polystyrene, slag compartment;CH;bottom ash, MSWI[F], waste expanded polystyrene;kg
20182;treatment of bottom ash, MSWI[F], waste glass, slag compartment;CH;bottom ash, MSWI[F], waste glass;kg
20183;treatment of bottom ash, MSWI[F], waste graphical paper, slag compartment;CH;bottom ash, MSWI[F], waste graphical paper;kg
20184;treatment of bottom ash, MSWI[F], waste newspaper, slag compartment;CH;bottom ash, MSWI[F], waste newspaper;kg
20185;treatment of bottom ash, MSWI[F], waste packaging paper, slag compartment;CH;bottom ash, MSWI[F], waste packaging paper;kg
20186;treatment of bottom ash, MSWI[F], waste paint, slag compartment;CH;bottom ash, MSWI[F], waste paint;kg
20187;treatment of bottom ash, MSWI[F], waste paperboard, slag compartment;CH;bottom ash, MSWI[F], waste paperboard;kg
20188;treatment of bottom ash, MSWI[F], waste plastic, consumer electronics, slag compartment;CH;bottom ash, MSWI[F], waste plastic, consumer electronics;kg
20189;treatment of bottom ash, MSWI[F], waste plastic, industrial electronics, slag compartment;CH;bottom ash, MSWI[F], waste plastic, industrial electronics;kg
20190;treatment of bottom ash, MSWI[F], waste plastic, mixture, slag compartment;CH;bottom ash, MSWI[F], waste plastic, mixture;kg
20191;treatment of bottom ash, MSWI[F], waste polyethylene terephthalate, slag compartment;CH;bottom ash, MSWI[F], waste polyethylene terephthalate;kg
20192;treatment of bottom ash, MSWI[F], waste polyethylene, slag compartment;CH;bottom ash, MSWI[F], waste polyethylene;kg
20193;treatment of bottom ash, MSWI[F], waste polypropylene, slag compartment;CH;bottom ash, MSWI[F], waste polypropylene;kg
20194;treatment of bottom ash, MSWI[F], waste polystyrene, slag compartment;CH;bottom ash, MSWI[F], waste polystyrene;kg
20195;treatment of bottom ash, MSWI[F], waste polyurethane, slag compartment;CH;bottom ash, MSWI[F], waste polyurethane;kg
20196;treatment of bottom ash, MSWI[F], waste polyvinylchloride, slag compartment;CH;bottom ash, MSWI[F], waste polyvinylchloride;kg
20197;treatment of bottom ash, MSWI[F], waste polyvinylfluoride, slag compartment;CH;bottom ash, MSWI[F], waste polyvinylfluoride;kg
20198;treatment of bottom ash, MSWI[F], waste rubber, unspecified, slag compartment;CH;bottom ash, MSWI[F], waste rubber, unspecified;kg
20199;treatment of bottom ash, MSWI[F], waste sealing sheet, polyethylene, slag compartment;CH;bottom ash, MSWI[F], waste sealing sheet, polyethylene;kg
20200;treatment of bottom ash, MSWI[F], waste sealing sheet, polyvinylchloride, slag compartment;CH;bottom ash, MSWI[F], waste sealing sheet, polyvinylchloride;kg
20201;treatment of bottom ash, MSWI[F], waste textile, soiled, slag compartment;CH;bottom ash, MSWI[F], waste textile, soiled;kg
20202;treatment of bottom ash, MSWI[F], waste vapour barrier, flame-retarded, slag compartment;CH;bottom ash, MSWI[F], waste vapour barrier, flame-retarded;kg
20203;treatment of bottom ash, MSWI[F], waste wire plastic, slag compartment;CH;bottom ash, MSWI[F], waste wire plastic;kg
20204;treatment of bottom ash, MSWI[F], waste wood pole, chrome preserved, slag compartment;CH;bottom ash, MSWI[F], waste wood pole, chrome preserved;kg
20205;treatment of bottom ash, MSWI[F], waste wood, untreated, slag compartment;CH;bottom ash, MSWI[F], waste wood, untreated;kg
20206;treatment of bottom ash, MSWI[F], wood ash mixture, pure, slag compartment;CH;bottom ash, MSWI[F], wood ash mixture, pure;kg
20207;treatment of bottom ash, MSWI[F], zinc in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], zinc in car shredder residue;kg
20208;treatment of bottom ash, MSWI[F]-WWT, WW from CRT production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from CRT production;kg
20209;treatment of bottom ash, MSWI[F]-WWT, WW from LCD backlight production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from LCD backlight production;kg
20210;treatment of bottom ash, MSWI[F]-WWT, WW from LCD production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from LCD production;kg
20211;treatment of bottom ash, MSWI[F]-WWT, WW from PV cell production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from PV cell production;kg
20212;treatment of bottom ash, MSWI[F]-WWT, WW from black chrome coating, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from black chrome coating;kg
20213;treatment of bottom ash, MSWI[F]-WWT, WW from ceramic production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from ceramic production;kg
20214;treatment of bottom ash, MSWI[F]-WWT, WW from concrete production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from concrete production;kg
20215;treatment of bottom ash, MSWI[F]-WWT, WW from glass production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from glass production;kg
20216;treatment of bottom ash, MSWI[F]-WWT, WW from grass refinery, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from grass refinery;kg
20217;treatment of bottom ash, MSWI[F]-WWT, WW from liquid crystal production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from liquid crystal production;kg
20218;treatment of bottom ash, MSWI[F]-WWT, WW from maize starch production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from maize starch production;kg
20219;treatment of bottom ash, MSWI[F]-WWT, WW from pig iron production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from pig iron production;kg
20220;treatment of bottom ash, MSWI[F]-WWT, WW from plywood production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from plywood production;kg
20221;treatment of bottom ash, MSWI[F]-WWT, WW from potato starch production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from potato starch production;kg
20222;treatment of bottom ash, MSWI[F]-WWT, WW from soft fibreboard production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from soft fibreboard production;kg
20223;treatment of bottom ash, MSWI[F]-WWT, WW from tube collector production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from tube collector production;kg
20224;treatment of bottom ash, MSWI[F]-WWT, WW from wafer fabrication, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from wafer fabrication;kg
20225;treatment of bottom ash, MSWI[F]-WWT, WW, average, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW, average;kg
20226;treatment of bottom ash, MSWI[F]-WWT, condensate from light oil boiler, slag compartment;CH;bottom ash, MSWI[F]-WWT, condensate from light oil boiler;kg
20227;treatment of bottom ash, MSWI[F]-WWT, heat carrier liquid, 40% C3H8O2, slag compartment;CH;bottom ash, MSWI[F]-WWT, heat carrier liquid, 40% C3H8O2;kg
20228;treatment of bottom ash, MSWI[F]-WWT, rainwater mineral oil storage, slag compartment;CH;bottom ash, MSWI[F]-WWT, rainwater mineral oil storage;kg
20229;treatment of bottom ash, MSWI[F]-WWT-SLF, municipal solid waste, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, municipal solid waste;kg
20230;treatment of bottom ash, MSWI[F]-WWT-SLF, refinery sludge, slag compartment;CH;bottom ash, MSWI[F]-WWT-SLF, refinery sludge;kg
